LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,T2MWET
40.75,-89.25,2021,2,18,4.3,4.57,0.73,210.47,75.77,81.23,9.66,0.14,0.7,2.59,-10.69
40.75,-88.75,2021,2,18,4.44,4.46,0.75,219.44,77.72,78.8,9.65,0.14,0.7,2.56,-10.52
40.75,-88.25,2021,2,18,4.44,4.46,0.75,219.44,77.72,78.8,9.65,0.14,0.7,2.36,-10.28
40.75,-87.75,2021,2,18,3.53,4.44,0.59,245.65,60.7,79.14,7.36,0.11,0.55,2.26,-10.16
41.25,-90.25,2021,2,18,4.43,4.42,0.77,200.31,77.92,78.3,9.73,0.13,0.66,2.47,-11.88
41.25,-89.75,2021,2,18,4.4,4.41,0.77,201.31,77.27,78.08,9.59,0.13,0.67,2.55,-11.16
41.25,-89.25,2021,2,18,4.4,4.41,0.77,201.31,77.27,78.08,9.59,0.13,0.67,2.45,-10.66
41.25,-88.75,2021,2,18,3.99,4.33,0.7,228.4,69.3,76.28,8.68,0.12,0.63,2.25,-10.42
41.25,-88.25,2021,2,18,3.99,4.33,0.7,228.4,69.3,76.28,8.68,0.12,0.63,1.96,-10.29
41.25,-87.75,2021,2,18,2.47,4.25,0.43,249.86,43.73,75.05,5.74,0.09,0.44,1.94,-10.23
41.75,-90.25,2021,2,18,4.43,4.42,0.77,200.31,77.92,78.3,9.73,0.13,0.66,2.37,-11.84
41.75,-89.75,2021,2,18,4.4,4.41,0.77,201.31,77.27,78.08,9.59,0.13,0.67,2.49,-11.12
41.75,-89.25,2021,2,18,4.4,4.41,0.77,201.31,77.27,78.08,9.59,0.13,0.67,2.43,-10.56
41.75,-88.75,2021,2,18,3.99,4.33,0.7,228.4,69.3,76.28,8.68,0.12,0.63,2.14,-10.2
41.75,-88.25,2021,2,18,3.99,4.33,0.7,228.4,69.3,76.28,8.68,0.12,0.63,1.8,-10.04
41.75,-87.75,2021,2,18,2.47,4.25,0.43,249.86,43.73,75.05,5.74,0.09,0.44,2.08,-9.24
42.25,-90.25,2021,2,18,4.26,4.27,0.76,197.9,74.33,75.16,9.2,0.12,0.6,2.18,-11.85
42.25,-89.75,2021,2,18,4.01,4.28,0.72,211.38,70.03,75.28,8.79,0.12,0.6,2.34,-11.16
42.25,-89.25,2021,2,18,4.01,4.28,0.72,211.38,70.03,75.28,8.79,0.12,0.6,2.35,-10.56
42.25,-88.75,2021,2,18,3.51,4.11,0.62,224.78,60.08,71.33,7.48,0.1,0.52,2.13,-10.05
42.25,-88.25,2021,2,18,3.51,4.11,0.62,224.78,60.08,71.33,7.48,0.1,0.52,1.83,-9.76
42.25,-87.75,2021,2,18,1.97,3.94,0.35,256.11,35.69,67.62,4.91,0.07,0.36,2.56,-8.07
37.75,-90.25,2021,2,19,4.4,5.01,0.69,221.16,78.24,88.8,10.02,0.15,0.73,0.96,-7.67
37.75,-89.75,2021,2,19,4.48,4.99,0.7,216.33,79.51,88.55,9.9,0.15,0.74,1.3,-7.99
37.75,-89.25,2021,2,19,4.48,4.99,0.7,216.33,79.51,88.55,9.9,0.15,0.74,1.45,-8.49
37.75,-88.75,2021,2,19,4.88,4.99,0.76,207.41,86.23,88.62,10.68,0.16,0.83,1.51,-9.15
37.75,-88.25,2021,2,19,4.88,4.99,0.76,207.41,86.23,88.62,10.68,0.16,0.83,1.65,-9.2
37.75,-87.75,2021,2,19,4.91,5.0,0.77,202.5,86.7,88.64,10.71,0.17,0.84,1.66,-9.44
38.25,-90.25,2021,2,19,4.28,4.83,0.68,218.0,75.79,85.69,9.51,0.12,0.64,1.17,-8.19
38.25,-89.75,2021,2,19,4.4,4.82,0.7,218.23,77.51,85.01,9.52,0.12,0.65,1.48,-8.65
38.25,-89.25,2021,2,19,4.4,4.82,0.7,218.23,77.51,85.01,9.52,0.12,0.65,1.67,-9.05
38.25,-88.75,2021,2,19,4.81,4.84,0.77,212.2,84.27,85.34,10.3,0.15,0.73,1.78,-9.3
38.25,-88.25,2021,2,19,4.81,4.84,0.77,212.2,84.27,85.34,10.3,0.15,0.73,1.87,-9.28
38.25,-87.75,2021,2,19,4.29,4.8,0.68,212.47,75.45,84.68,9.25,0.13,-999.0,1.93,-9.31
38.75,-90.25,2021,2,19,4.28,4.83,0.68,218.0,75.79,85.69,9.51,0.12,0.64,1.54,-8.6
38.75,-89.75,2021,2,19,4.4,4.82,0.7,218.23,77.51,85.01,9.52,0.12,0.65,1.69,-9.09
38.75,-89.25,2021,2,19,4.4,4.82,0.7,218.23,77.51,85.01,9.52,0.12,0.65,1.8,-9.55
38.75,-88.75,2021,2,19,4.81,4.84,0.77,212.2,84.27,85.34,10.3,0.15,0.73,1.93,-9.77
38.75,-88.25,2021,2,19,4.81,4.84,0.77,212.2,84.27,85.34,10.3,0.15,0.73,2.1,-9.68
38.75,-87.75,2021,2,19,4.29,4.8,0.68,212.47,75.45,84.68,9.25,0.13,-999.0,2.19,-9.54
39.25,-90.25,2021,2,19,4.16,4.7,0.68,217.29,73.05,82.82,9.02,0.12,0.59,1.95,-8.91
39.25,-89.75,2021,2,19,4.39,4.71,0.72,213.51,76.94,82.54,9.47,0.12,0.62,1.96,-9.34
39.25,-89.25,2021,2,19,4.39,4.71,0.72,213.51,76.94,82.54,9.47,0.12,0.62,2.0,-9.86
39.25,-88.75,2021,2,19,4.47,4.72,0.73,210.6,77.39,82.44,9.37,0.12,0.62,2.12,-10.22
39.25,-88.25,2021,2,19,4.47,4.72,0.73,210.6,77.39,82.44,9.37,0.12,0.62,2.35,-10.17
39.25,-87.75,2021,2,19,4.05,4.73,0.66,221.66,70.58,82.41,8.67,0.12,0.59,2.42,-10.1
39.75,-90.25,2021,2,19,4.16,4.7,0.68,217.29,73.05,82.82,9.02,0.12,0.59,2.19,-9.28
39.75,-89.75,2021,2,19,4.39,4.71,0.72,213.51,76.94,82.54,9.47,0.12,0.62,2.13,-9.79
39.75,-89.25,2021,2,19,4.39,4.71,0.72,213.51,76.94,82.54,9.47,0.12,0.62,2.17,-10.35
39.75,-88.75,2021,2,19,4.47,4.72,0.73,210.6,77.39,82.44,9.37,0.12,0.62,2.34,-10.67
39.75,-88.25,2021,2,19,4.47,4.72,0.73,210.6,77.39,82.44,9.37,0.12,0.62,2.53,-10.71
39.75,-87.75,2021,2,19,4.05,4.73,0.66,221.66,70.58,82.41,8.67,0.12,0.59,2.61,-10.71
40.25,-90.25,2021,2,19,3.49,4.66,0.59,238.47,61.09,82.47,7.74,0.09,0.49,2.16,-9.91
40.25,-89.75,2021,2,19,3.83,4.7,0.64,235.1,67.64,83.33,8.88,0.12,0.59,2.12,-10.43
40.25,-89.25,2021,2,19,3.83,4.7,0.64,235.1,67.64,83.33,8.88,0.12,0.59,2.24,-10.88
40.25,-88.75,2021,2,19,4.31,4.69,0.72,221.18,74.73,82.7,9.34,0.12,0.6,2.56,-11.01
40.25,-88.25,2021,2,19,4.31,4.69,0.72,221.18,74.73,82.7,9.34,0.12,0.6,2.69,-11.11
40.25,-87.75,2021,2,19,4.23,4.7,0.71,220.24,72.91,82.54,9.08,0.12,0.59,2.78,-11.11
40.75,-90.25,2021,2,19,3.49,4.66,0.59,238.47,61.09,82.47,7.74,0.09,0.49,2.13,-10.9
40.75,-89.75,2021,2,19,3.83,4.7,0.64,235.1,67.64,83.33,8.88,0.12,0.59,2.17,-11.18
40.75,-89.25,2021,2,19,3.83,4.7,0.64,235.1,67.64,83.33,8.88,0.12,0.59,2.32,-11.33
40.75,-88.75,2021,2,19,4.31,4.69,0.72,221.18,74.73,82.7,9.34,0.12,0.6,2.67,-11.3
40.75,-88.25,2021,2,19,4.31,4.69,0.72,221.18,74.73,82.7,9.34,0.12,0.6,2.83,-11.25
40.75,-87.75,2021,2,19,4.23,4.7,0.71,220.24,72.91,82.54,9.08,0.12,0.59,2.96,-11.24
41.25,-90.25,2021,2,19,3.71,4.57,0.63,228.2,63.84,80.52,8.33,0.1,0.52,2.28,-12.03
41.25,-89.75,2021,2,19,3.48,4.57,0.59,222.88,59.34,80.48,7.65,0.09,0.48,2.37,-12.07
41.25,-89.25,2021,2,19,3.48,4.57,0.59,222.88,59.34,80.48,7.65,0.09,0.48,2.48,-12.03
41.25,-88.75,2021,2,19,4.07,4.54,0.7,210.28,70.63,79.84,8.96,0.1,0.54,2.69,-11.99
41.25,-88.25,2021,2,19,4.07,4.54,0.7,210.28,70.63,79.84,8.96,0.1,0.54,2.93,-11.67
41.25,-87.75,2021,2,19,3.95,4.54,0.68,216.0,68.85,79.61,8.7,0.1,0.53,3.18,-11.3
41.75,-90.25,2021,2,19,3.71,4.57,0.63,228.2,63.84,80.52,8.33,0.1,0.52,2.35,-12.92
41.75,-89.75,2021,2,19,3.48,4.57,0.59,222.88,59.34,80.48,7.65,0.09,0.48,2.42,-12.9
41.75,-89.25,2021,2,19,3.48,4.57,0.59,222.88,59.34,80.48,7.65,0.09,0.48,2.55,-12.78
41.75,-88.75,2021,2,19,4.07,4.54,0.7,210.28,70.63,79.84,8.96,0.1,0.54,2.75,-12.67
41.75,-88.25,2021,2,19,4.07,4.54,0.7,210.28,70.63,79.84,8.96,0.1,0.54,3.09,-12.21
41.75,-87.75,2021,2,19,3.95,4.54,0.68,216.0,68.85,79.61,8.7,0.1,0.53,3.83,-10.62
42.25,-90.25,2021,2,19,3.98,4.47,0.7,198.94,68.38,78.2,8.66,0.1,0.51,2.28,-13.45
42.25,-89.75,2021,2,19,4.13,4.46,0.73,196.23,71.74,78.2,9.11,0.1,0.53,2.37,-13.42
42.25,-89.25,2021,2,19,4.13,4.46,0.73,196.23,71.74,78.2,9.11,0.1,0.53,2.53,-13.29
42.25,-88.75,2021,2,19,4.14,4.42,0.73,196.82,71.61,77.41,8.92,0.1,0.52,2.77,-13.12
42.25,-88.25,2021,2,19,4.14,4.42,0.73,196.82,71.61,77.41,8.92,0.1,0.52,3.23,-12.52
42.25,-87.75,2021,2,19,2.9,4.31,0.52,233.88,50.66,74.62,6.43,0.07,0.38,4.59,-9.54
37.75,-90.25,2021,2,20,4.86,4.94,0.75,230.23,87.12,88.8,10.91,0.17,0.85,1.33,-3.68
37.75,-89.75,2021,2,20,4.93,4.95,0.76,225.8,88.0,88.74,10.91,0.17,0.84,2.04,-4.04
37.75,-89.25,2021,2,20,4.93,4.95,0.76,225.8,88.0,88.74,10.91,0.17,0.84,2.29,-4.75
37.75,-88.75,2021,2,20,4.33,4.88,0.66,223.63,77.5,87.2,9.66,0.15,-999.0,2.27,-5.99
37.75,-88.25,2021,2,20,4.33,4.88,0.66,223.63,77.5,87.2,9.66,0.15,-999.0,2.36,-6.1
37.75,-87.75,2021,2,20,4.27,4.94,0.66,223.2,76.34,88.45,9.66,0.16,0.77,2.2,-6.98
38.25,-90.25,2021,2,20,4.69,4.78,0.73,238.41,83.7,85.73,10.44,0.16,0.78,1.6,-4.0
38.25,-89.75,2021,2,20,4.74,4.79,0.74,232.95,84.28,85.61,10.45,0.16,0.78,2.33,-4.5
38.25,-89.25,2021,2,20,4.74,4.79,0.74,232.95,84.28,85.61,10.45,0.16,0.78,2.77,-5.06
38.25,-88.75,2021,2,20,4.67,4.8,0.73,233.85,83.16,85.66,10.39,0.16,0.77,2.8,-5.77
38.25,-88.25,2021,2,20,4.67,4.8,0.73,233.85,83.16,85.66,10.39,0.16,0.77,2.71,-5.87
38.25,-87.75,2021,2,20,3.49,4.77,0.55,239.47,62.68,84.97,7.96,0.12,0.59,2.58,-6.52
38.75,-90.25,2021,2,20,4.69,4.78,0.73,238.41,83.7,85.73,10.44,0.16,0.78,2.08,-4.4
38.75,-89.75,2021,2,20,4.74,4.79,0.74,232.95,84.28,85.61,10.45,0.16,0.78,2.56,-4.96
38.75,-89.25,2021,2,20,4.74,4.79,0.74,232.95,84.28,85.61,10.45,0.16,0.78,2.83,-5.4
38.75,-88.75,2021,2,20,4.67,4.8,0.73,233.85,83.16,85.66,10.39,0.16,0.77,2.83,-5.72
38.75,-88.25,2021,2,20,4.67,4.8,0.73,233.85,83.16,85.66,10.39,0.16,0.77,2.79,-5.76
38.75,-87.75,2021,2,20,3.49,4.77,0.55,239.47,62.68,84.97,7.96,0.12,0.59,2.7,-6.13
39.25,-90.25,2021,2,20,4.72,4.69,0.76,228.79,83.45,83.45,10.32,0.14,0.72,2.53,-4.78
39.25,-89.75,2021,2,20,4.6,4.66,0.74,232.86,81.52,82.92,10.07,0.14,0.72,2.72,-5.2
39.25,-89.25,2021,2,20,4.6,4.66,0.74,232.86,81.52,82.92,10.07,0.14,0.72,2.77,-5.53
39.25,-88.75,2021,2,20,4.59,4.74,0.74,235.8,81.87,84.84,10.31,0.15,0.74,2.74,-5.7
39.25,-88.25,2021,2,20,4.59,4.74,0.74,235.8,81.87,84.84,10.31,0.15,0.74,2.74,-5.75
39.25,-87.75,2021,2,20,4.28,4.71,0.69,237.67,76.22,84.2,9.66,0.14,0.7,2.67,-5.99
39.75,-90.25,2021,2,20,4.72,4.69,0.76,228.79,83.45,83.45,10.32,0.14,0.72,2.62,-5.15
39.75,-89.75,2021,2,20,4.6,4.66,0.74,232.86,81.52,82.92,10.07,0.14,0.72,2.62,-5.44
39.75,-89.25,2021,2,20,4.6,4.66,0.74,232.86,81.52,82.92,10.07,0.14,0.72,2.59,-5.67
39.75,-88.75,2021,2,20,4.59,4.74,0.74,235.8,81.87,84.84,10.31,0.15,0.74,2.61,-5.66
39.75,-88.25,2021,2,20,4.59,4.74,0.74,235.8,81.87,84.84,10.31,0.15,0.74,2.57,-5.81
39.75,-87.75,2021,2,20,4.28,4.71,0.69,237.67,76.22,84.2,9.66,0.14,0.7,2.51,-5.95
40.25,-90.25,2021,2,20,4.53,4.56,0.75,231.25,80.41,81.38,10.01,0.13,0.66,2.51,-5.46
40.25,-89.75,2021,2,20,4.1,4.61,0.68,239.31,73.11,82.72,9.32,0.12,0.64,2.44,-5.78
40.25,-89.25,2021,2,20,4.1,4.61,0.68,239.31,73.11,82.72,9.32,0.12,0.64,2.36,-6.1
40.25,-88.75,2021,2,20,4.23,4.59,0.7,231.59,74.18,81.55,9.22,0.12,0.6,2.33,-6.11
40.25,-88.25,2021,2,20,4.23,4.59,0.7,231.59,74.18,81.55,9.22,0.12,0.6,2.25,-6.3
40.25,-87.75,2021,2,20,4.56,4.61,0.76,227.72,79.96,81.67,9.91,0.12,0.65,2.19,-6.52
40.75,-90.25,2021,2,20,4.53,4.56,0.75,231.25,80.41,81.38,10.01,0.13,0.66,2.55,-6.64
40.75,-89.75,2021,2,20,4.1,4.61,0.68,239.31,73.11,82.72,9.32,0.12,0.64,2.42,-6.97
40.75,-89.25,2021,2,20,4.1,4.61,0.68,239.31,73.11,82.72,9.32,0.12,0.64,2.26,-7.28
40.75,-88.75,2021,2,20,4.23,4.59,0.7,231.59,74.18,81.55,9.22,0.12,0.6,2.11,-7.48
40.75,-88.25,2021,2,20,4.23,4.59,0.7,231.59,74.18,81.55,9.22,0.12,0.6,2.01,-7.63
40.75,-87.75,2021,2,20,4.56,4.61,0.76,227.72,79.96,81.67,9.91,0.12,0.65,1.92,-7.92
41.25,-90.25,2021,2,20,4.04,4.48,0.69,232.87,71.01,79.77,9.02,0.12,0.59,2.62,-8.5
41.25,-89.75,2021,2,20,4.17,4.51,0.7,225.27,72.55,79.85,9.11,0.11,0.58,2.42,-8.79
41.25,-89.25,2021,2,20,4.17,4.51,0.7,225.27,72.55,79.85,9.11,0.11,0.58,2.2,-9.05
41.25,-88.75,2021,2,20,4.46,4.48,0.76,206.97,77.54,78.55,9.62,0.11,0.58,2.0,-9.35
41.25,-88.25,2021,2,20,4.46,4.48,0.76,206.97,77.54,78.55,9.62,0.11,0.58,1.88,-9.52
41.25,-87.75,2021,2,20,4.09,4.48,0.7,213.92,70.77,77.73,8.87,0.1,0.53,1.86,-9.42
41.75,-90.25,2021,2,20,4.04,4.48,0.69,232.87,71.01,79.77,9.02,0.12,0.59,2.53,-9.77
41.75,-89.75,2021,2,20,4.17,4.51,0.7,225.27,72.55,79.85,9.11,0.11,0.58,2.36,-10.03
41.75,-89.25,2021,2,20,4.17,4.51,0.7,225.27,72.55,79.85,9.11,0.11,0.58,2.16,-10.34
41.75,-88.75,2021,2,20,4.46,4.48,0.76,206.97,77.54,78.55,9.62,0.11,0.58,1.93,-10.7
41.75,-88.25,2021,2,20,4.46,4.48,0.76,206.97,77.54,78.55,9.62,0.11,0.58,1.81,-10.96
41.75,-87.75,2021,2,20,4.09,4.48,0.7,213.92,70.77,77.73,8.87,0.1,0.53,2.24,-9.73
42.25,-90.25,2021,2,20,4.0,4.45,0.7,215.27,69.95,78.62,8.95,0.11,0.55,2.45,-10.63
42.25,-89.75,2021,2,20,4.35,4.48,0.76,204.56,75.76,78.51,9.49,0.11,0.55,2.31,-10.91
42.25,-89.25,2021,2,20,4.35,4.48,0.76,204.56,75.76,78.51,9.49,0.11,0.55,2.12,-11.29
42.25,-88.75,2021,2,20,4.47,4.5,0.78,195.1,77.27,78.22,9.59,0.1,0.55,1.91,-11.8
42.25,-88.25,2021,2,20,4.47,4.5,0.78,195.1,77.27,78.22,9.59,0.1,0.55,1.95,-12.03
42.25,-87.75,2021,2,20,3.55,4.17,0.62,212.65,59.86,70.41,7.19,0.08,-999.0,2.97,-9.24
37.75,-90.25,2021,2,21,2.44,4.78,0.38,291.45,46.1,87.2,6.27,0.13,0.68,2.16,0.42
37.75,-89.75,2021,2,21,2.78,4.8,0.42,291.59,51.85,87.2,7.0,0.15,0.76,3.27,0.46
37.75,-89.25,2021,2,21,2.78,4.8,0.42,291.59,51.85,87.2,7.0,0.15,0.76,3.57,0.2
37.75,-88.75,2021,2,21,3.19,4.83,0.48,288.77,58.27,87.32,7.66,0.16,0.8,3.52,-0.54
37.75,-88.25,2021,2,21,3.19,4.83,0.48,288.77,58.27,87.32,7.66,0.16,0.8,3.91,-0.97
37.75,-87.75,2021,2,21,3.05,4.85,0.46,284.56,55.77,87.05,7.29,0.15,0.76,3.77,-1.79
38.25,-90.25,2021,2,21,2.33,4.6,0.37,290.95,43.96,83.75,5.86,0.12,0.59,2.76,0.08
38.25,-89.75,2021,2,21,2.55,4.63,0.4,286.28,47.28,83.88,6.18,0.12,0.61,3.84,-0.15
38.25,-89.25,2021,2,21,2.55,4.63,0.4,286.28,47.28,83.88,6.18,0.12,0.61,4.27,-0.52
38.25,-88.75,2021,2,21,2.9,4.72,0.45,281.75,53.65,85.26,6.98,0.13,0.68,4.11,-1.17
38.25,-88.25,2021,2,21,2.9,4.72,0.45,281.75,53.65,85.26,6.98,0.13,0.68,4.12,-1.63
38.25,-87.75,2021,2,21,3.23,4.76,0.51,278.52,59.23,85.61,7.63,0.15,0.73,4.3,-2.02
38.75,-90.25,2021,2,21,2.33,4.6,0.37,290.95,43.96,83.75,5.86,0.12,0.59,4.01,-0.25
38.75,-89.75,2021,2,21,2.55,4.63,0.4,286.28,47.28,83.88,6.18,0.12,0.61,4.64,-0.61
38.75,-89.25,2021,2,21,2.55,4.63,0.4,286.28,47.28,83.88,6.18,0.12,0.61,4.8,-1.04
38.75,-88.75,2021,2,21,2.9,4.72,0.45,281.75,53.65,85.26,6.98,0.13,0.68,4.59,-1.56
38.75,-88.25,2021,2,21,2.9,4.72,0.45,281.75,53.65,85.26,6.98,0.13,0.68,4.4,-1.9
38.75,-87.75,2021,2,21,3.23,4.76,0.51,278.52,59.23,85.61,7.63,0.15,0.73,4.47,-2.04
39.25,-90.25,2021,2,21,1.31,4.51,0.21,303.16,25.94,82.23,3.47,0.06,0.31,5.24,-0.57
39.25,-89.75,2021,2,21,1.25,4.49,0.2,297.78,24.77,80.88,3.52,0.07,0.34,5.42,-0.89
39.25,-89.25,2021,2,21,1.25,4.49,0.2,297.78,24.77,80.88,3.52,0.07,0.34,5.41,-1.24
39.25,-88.75,2021,2,21,2.5,4.62,0.4,284.12,46.28,83.11,6.04,0.11,0.53,5.34,-1.63
39.25,-88.25,2021,2,21,2.5,4.62,0.4,284.12,46.28,83.11,6.04,0.11,0.53,4.85,-1.99
39.25,-87.75,2021,2,21,2.54,4.64,0.41,278.55,46.72,82.98,6.09,0.11,0.54,4.69,-2.23
39.75,-90.25,2021,2,21,1.31,4.51,0.21,303.16,25.94,82.23,3.47,0.06,0.31,5.66,-0.95
39.75,-89.75,2021,2,21,1.25,4.49,0.2,297.78,24.77,80.88,3.52,0.07,0.34,5.7,-1.2
39.75,-89.25,2021,2,21,1.25,4.49,0.2,297.78,24.77,80.88,3.52,0.07,0.34,5.71,-1.49
39.75,-88.75,2021,2,21,2.5,4.62,0.4,284.12,46.28,83.11,6.04,0.11,0.53,5.76,-1.79
39.75,-88.25,2021,2,21,2.5,4.62,0.4,284.12,46.28,83.11,6.04,0.11,0.53,5.22,-2.17
39.75,-87.75,2021,2,21,2.54,4.64,0.41,278.55,46.72,82.98,6.09,0.11,0.54,4.98,-2.49
40.25,-90.25,2021,2,21,1.49,4.33,0.24,292.12,28.66,78.36,3.71,0.06,0.3,5.4,-1.68
40.25,-89.75,2021,2,21,1.25,4.33,0.2,289.98,24.44,77.18,3.35,0.05,0.27,5.43,-1.9
40.25,-89.25,2021,2,21,1.25,4.33,0.2,289.98,24.44,77.18,3.35,0.05,0.27,5.51,-2.12
40.25,-88.75,2021,2,21,2.52,4.55,0.41,275.76,46.4,81.76,5.7,0.09,0.44,5.59,-2.35
40.25,-88.25,2021,2,21,2.52,4.55,0.41,275.76,46.4,81.76,5.7,0.09,0.44,5.26,-2.62
40.25,-87.75,2021,2,21,2.97,4.58,0.48,264.8,53.09,81.94,6.54,0.1,0.5,5.05,-2.89
40.75,-90.25,2021,2,21,1.49,4.33,0.24,292.12,28.66,78.36,3.71,0.06,0.3,5.22,-2.51
40.75,-89.75,2021,2,21,1.25,4.33,0.2,289.98,24.44,77.18,3.35,0.05,0.27,5.25,-2.66
40.75,-89.25,2021,2,21,1.25,4.33,0.2,289.98,24.44,77.18,3.35,0.05,0.27,5.32,-2.83
40.75,-88.75,2021,2,21,2.52,4.55,0.41,275.76,46.4,81.76,5.7,0.09,0.44,5.37,-3.03
40.75,-88.25,2021,2,21,2.52,4.55,0.41,275.76,46.4,81.76,5.7,0.09,0.44,5.28,-3.17
40.75,-87.75,2021,2,21,2.97,4.58,0.48,264.8,53.09,81.94,6.54,0.1,0.5,5.14,-3.31
41.25,-90.25,2021,2,21,2.79,4.28,0.47,273.09,49.05,77.38,5.92,0.09,0.45,5.2,-3.11
41.25,-89.75,2021,2,21,3.01,4.32,0.51,273.45,53.16,77.39,6.47,0.09,0.48,5.31,-3.2
41.25,-89.25,2021,2,21,3.01,4.32,0.51,273.45,53.16,77.39,6.47,0.09,0.48,5.36,-3.35
41.25,-88.75,2021,2,21,2.62,4.37,0.44,271.08,48.02,78.05,6.2,0.09,0.45,5.41,-3.54
41.25,-88.25,2021,2,21,2.62,4.37,0.44,271.08,48.02,78.05,6.2,0.09,0.45,5.31,-3.56
41.25,-87.75,2021,2,21,1.91,4.32,0.32,269.66,35.95,76.55,4.91,0.07,0.35,5.31,-3.47
41.75,-90.25,2021,2,21,2.79,4.28,0.47,273.09,49.05,77.38,5.92,0.09,0.45,5.03,-3.62
41.75,-89.75,2021,2,21,3.01,4.32,0.51,273.45,53.16,77.39,6.47,0.09,0.48,5.25,-3.61
41.75,-89.25,2021,2,21,3.01,4.32,0.51,273.45,53.16,77.39,6.47,0.09,0.48,5.41,-3.67
41.75,-88.75,2021,2,21,2.62,4.37,0.44,271.08,48.02,78.05,6.2,0.09,0.45,5.48,-3.78
41.75,-88.25,2021,2,21,2.62,4.37,0.44,271.08,48.02,78.05,6.2,0.09,0.45,5.31,-3.68
41.75,-87.75,2021,2,21,1.91,4.32,0.32,269.66,35.95,76.55,4.91,0.07,0.35,5.81,-3.11
42.25,-90.25,2021,2,21,1.83,4.05,0.31,273.4,33.53,72.13,4.04,0.05,0.28,4.78,-4.03
42.25,-89.75,2021,2,21,2.05,4.07,0.35,270.0,37.21,72.13,4.52,0.06,0.3,5.03,-3.91
42.25,-89.25,2021,2,21,2.05,4.07,0.35,270.0,37.21,72.13,4.52,0.06,0.3,5.25,-3.83
42.25,-88.75,2021,2,21,1.91,4.13,0.33,268.23,35.53,73.11,4.59,0.06,0.3,5.35,-3.85
42.25,-88.25,2021,2,21,1.91,4.13,0.33,268.23,35.53,73.11,4.59,0.06,0.3,5.39,-3.63
42.25,-87.75,2021,2,21,1.49,4.01,0.26,271.62,28.32,70.27,4.02,0.05,0.29,6.59,-2.41
37.75,-90.25,2021,2,22,5.04,5.06,0.76,257.95,90.58,91.21,11.27,0.21,1.05,1.7,2.13
37.75,-89.75,2021,2,22,5.01,5.09,0.76,269.02,90.32,91.86,11.38,0.22,1.09,2.62,2.21
37.75,-89.25,2021,2,22,5.01,5.09,0.76,269.02,90.32,91.86,11.38,0.22,1.09,3.02,2.17
37.75,-88.75,2021,2,22,4.83,4.97,0.73,273.12,85.96,88.62,10.71,0.2,1.02,3.25,1.96
37.75,-88.25,2021,2,22,4.83,4.97,0.73,273.12,85.96,88.62,10.71,0.2,1.02,3.63,1.91
37.75,-87.75,2021,2,22,4.35,4.94,0.66,281.15,77.73,87.98,9.8,0.2,0.96,3.54,1.77
38.25,-90.25,2021,2,22,4.56,4.85,0.7,274.49,82.07,87.44,10.2,0.16,0.83,2.3,1.9
38.25,-89.75,2021,2,22,4.77,4.93,0.73,273.73,86.05,89.2,10.84,0.19,0.92,3.27,1.96
38.25,-89.25,2021,2,22,4.77,4.93,0.73,273.73,86.05,89.2,10.84,0.19,0.92,3.91,1.92
38.25,-88.75,2021,2,22,4.25,4.9,0.66,278.68,76.37,88.05,9.74,0.18,0.88,4.22,1.76
38.25,-88.25,2021,2,22,4.25,4.9,0.66,278.68,76.37,88.05,9.74,0.18,0.88,4.14,1.62
38.25,-87.75,2021,2,22,2.96,4.89,0.45,289.61,54.23,87.48,7.1,0.13,0.67,4.14,1.52
38.75,-90.25,2021,2,22,4.56,4.85,0.7,274.49,82.07,87.44,10.2,0.16,0.83,3.42,1.55
38.75,-89.75,2021,2,22,4.77,4.93,0.73,273.73,86.05,89.2,10.84,0.19,0.92,4.0,1.53
38.75,-89.25,2021,2,22,4.77,4.93,0.73,273.73,86.05,89.2,10.84,0.19,0.92,4.39,1.46
38.75,-88.75,2021,2,22,4.25,4.9,0.66,278.68,76.37,88.05,9.74,0.18,0.88,4.62,1.35
38.75,-88.25,2021,2,22,4.25,4.9,0.66,278.68,76.37,88.05,9.74,0.18,0.88,4.46,1.22
38.75,-87.75,2021,2,22,2.96,4.89,0.45,289.61,54.23,87.48,7.1,0.13,0.67,4.44,1.17
39.25,-90.25,2021,2,22,4.24,4.75,0.67,274.82,76.59,85.88,9.71,0.12,0.64,4.54,1.11
39.25,-89.75,2021,2,22,4.17,4.74,0.66,276.99,75.36,85.37,9.57,0.13,0.66,4.68,1.03
39.25,-89.25,2021,2,22,4.17,4.74,0.66,276.99,75.36,85.37,9.57,0.13,0.66,4.75,0.9
39.25,-88.75,2021,2,22,3.58,4.73,0.56,279.88,64.0,84.38,8.2,0.12,0.59,4.91,0.81
39.25,-88.25,2021,2,22,3.58,4.73,0.56,279.88,64.0,84.38,8.2,0.12,0.59,4.89,0.72
39.25,-87.75,2021,2,22,2.38,4.74,0.38,293.45,43.77,84.52,5.86,0.09,0.46,4.85,0.71
